,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
CNIH2|254263,ENSG00000174871,CNIH2,254263,11,-0.73,0.00081,0.021
NSUN7|79730,ENSG00000179299,NSUN7,79730,4,-0.88,0.00081,0.021
SMG5|23381,ENSG00000198952,SMG5,23381,1,-0.22,0.00081,0.021
C3orf37|56941,ENSG00000183624,HMCES,56941,3,-0.24,0.00081,0.021
UBE2Z|65264,ENSG00000159202,UBE2Z,65264,17,-0.16,0.00082,0.021
RFC5|5985,ENSG00000111445,RFC5,5985,12,-0.29,0.00082,0.021
LOC400043|400043,ENSG00000250742,,400043,12,0.78,0.00082,0.021
RASEF|158158,ENSG00000165105,RASEF,158158,9,-1.2,0.00082,0.021
CNOT2|4848,ENSG00000111596,CNOT2,4848,12,0.43,0.00082,0.021
C15orf29|79768,ENSG00000134152,KATNBL1,79768,15,-0.19,0.00082,0.021
CLDN5|7122,ENSG00000184113,CLDN5,7122,22,0.79,0.00082,0.021
IL2RA|3559,ENSG00000134460,IL2RA,3559,10,1.1,0.00082,0.021
FAM119B|25895,ENSG00000123427,METTL21B,25895,12,0.7,0.00082,0.021
ZNF280C|55609,ENSG00000056277,ZNF280C,55609,X,-0.36,0.00083,0.021
HADH|3033,ENSG00000138796,HADH,3033,4,-0.37,0.00083,0.021
CDKL1|8814,ENSG00000100490,CDKL1,8814,14,-0.74,0.00083,0.021
ZMYND15|84225,ENSG00000141497,ZMYND15,84225,17,0.55,0.00084,0.021
RRAS2|22800,ENSG00000133818,RRAS2,22800,11,0.54,0.00084,0.021
MPPED2|744,ENSG00000066382,MPPED2,744,11,-0.93,0.00084,0.021
SLC35F3|148641,ENSG00000183780,SLC35F3,148641,1,-0.98,0.00085,0.021
GIMAP1|170575,ENSG00000213203,GIMAP1,170575,7,0.58,0.00085,0.021
CCNE2|9134,ENSG00000175305,CCNE2,9134,8,-0.67,0.00085,0.021
TMEM35|59353,ENSG00000126950,TMEM35,59353,X,-1.1,0.00085,0.021
RRM1|6240,ENSG00000167325,RRM1,6240,11,-0.31,0.00085,0.021
MRPL54|116541,ENSG00000183617,MRPL54,116541,19,0.35,0.00085,0.021
PAPPA2|60676,ENSG00000116183,PAPPA2,60676,1,-1.2,0.00085,0.021
RAD51L3|5892,ENSG00000185379,RAD51D,5892,17,-0.27,0.00086,0.021
PARVB|29780,ENSG00000188677,PARVB,29780,22,0.5,0.00086,0.021
DHDH|27294,ENSG00000104808,DHDH,27294,19,-0.74,0.00086,0.021
GTF2IRD1|9569,ENSG00000006704,GTF2IRD1,9569,7,-0.34,0.00086,0.021
SIL1|64374,ENSG00000120725,SIL1,64374,5,0.35,0.00087,0.021
JAK3|3718,ENSG00000105639,JAK3,3718,19,0.75,0.00087,0.021
RBMXL1|494115,ENSG00000213516,RBMXL1,494115,1,-0.23,0.00087,0.021
CCRL2|9034,ENSG00000121797,CCRL2,9034,3,0.6,0.00087,0.022
ACTL6A|86,ENSG00000136518,ACTL6A,86,3,-0.26,0.00088,0.022
AOAH|313,ENSG00000136250,AOAH,313,7,0.81,0.00088,0.022
FAM198B|51313,ENSG00000164125,FAM198B,51313,4,0.65,0.00088,0.022
MAGI3|260425,ENSG00000081026,MAGI3,260425,1,-0.44,0.00089,0.022
CACNA2D4|93589,ENSG00000151062,CACNA2D4,93589,12,0.67,0.00089,0.022
PALM3|342979,ENSG00000187867,PALM3,342979,19,-1.1,0.00089,0.022
SH3KBP1|30011,ENSG00000147010,SH3KBP1,30011,X,0.52,0.00089,0.022
FAM160A1|729830,ENSG00000164142,FAM160A1,729830,4,-1,9e-04,0.022
CSTF2|1478,ENSG00000101811,CSTF2,1478,X,-0.29,9e-04,0.022
ELMO1|9844,ENSG00000155849,ELMO1,9844,7,0.49,0.00091,0.022
UXT|8409,ENSG00000126756,UXT,8409,X,0.31,0.00091,0.022
TRAF5|7188,ENSG00000082512,TRAF5,7188,1,-0.54,0.00091,0.022
REEP1|65055,ENSG00000068615,REEP1,65055,2,-1.2,0.00091,0.022
BBS7|55212,ENSG00000138686,BBS7,55212,4,-0.24,0.00091,0.022
RPRD1A|55197,ENSG00000141425,RPRD1A,55197,18,-0.32,0.00092,0.022
CASC3|22794,ENSG00000108349,CASC3,22794,17,-0.23,0.00092,0.022
L2HGDH|79944,ENSG00000087299,L2HGDH,79944,14,-0.42,0.00092,0.022
OMD|4958,ENSG00000127083,OMD,4958,9,1.2,0.00092,0.022
PSMB10|5699,ENSG00000205220,PSMB10,5699,16,0.49,0.00093,0.022
IQSEC1|9922,ENSG00000144711,IQSEC1,9922,3,0.3,0.00093,0.022
TPRG1L|127262,ENSG00000158109,TPRG1L,127262,1,0.3,0.00093,0.022
SNRNP200|23020,ENSG00000144028,SNRNP200,23020,2,-0.24,0.00094,0.022
FMN1|342184,ENSG00000248905,FMN1,342184,15,-0.85,0.00094,0.022
CD300A|11314,ENSG00000167851,CD300A,11314,17,0.71,0.00094,0.022
OAZ1|4946,ENSG00000104904,OAZ1,4946,19,0.3,0.00094,0.022
CNKSR2|22866,ENSG00000149970,CNKSR2,22866,X,-1.2,0.00094,0.022
BAHD1|22893,ENSG00000140320,BAHD1,22893,15,-0.3,0.00095,0.022
INTS2|57508,ENSG00000108506,INTS2,57508,17,-0.34,0.00095,0.023
HCST|10870,ENSG00000126264,HCST,10870,19,0.77,0.00095,0.023
C1QB|713,ENSG00000173369,C1QB,713,1,0.9,0.00096,0.023
SYT2|127833,ENSG00000143858,SYT2,127833,1,-0.93,0.00096,0.023
FANCD2|2177,ENSG00000144554,FANCD2,2177,3,-0.43,0.00096,0.023
ODZ1|10178,ENSG00000009694,TENM1,10178,X,-1.3,0.00096,0.023
NMT1|4836,ENSG00000136448,NMT1,4836,17,-0.17,0.00096,0.023
ANKRD40|91369,ENSG00000154945,ANKRD40,91369,17,-0.23,0.00097,0.023
TMEM163|81615,ENSG00000152128,TMEM163,81615,2,0.86,0.00097,0.023
FPR1|2357,ENSG00000171051,FPR1,2357,19,0.98,0.00097,0.023
FAM168B|130074,ENSG00000152102,FAM168B,130074,2,-0.28,0.00097,0.023
MYO3A|53904,ENSG00000095777,MYO3A,53904,10,-1.4,0.00097,0.023
RRBP1|6238,ENSG00000125844,RRBP1,6238,20,0.35,0.00097,0.023
TBXAS1|6916,ENSG00000059377,TBXAS1,6916,7,0.71,0.00097,0.023
TLR4|7099,ENSG00000136869,TLR4,7099,9,0.65,0.00097,0.023
CD14|929,ENSG00000170458,CD14,929,5,0.84,0.00098,0.023
STK39|27347,ENSG00000198648,STK39,27347,2,-0.27,0.00098,0.023
SOAT2|8435,ENSG00000167780,SOAT2,8435,12,0.74,0.00099,0.023
TNXB|7148,ENSG00000229341,TNXB,7148,CHR_HSCHR6_MHC_APD_CTG1,1.3,0.00099,0.023
SELPLG|6404,ENSG00000110876,SELPLG,6404,12,0.72,0.00099,0.023
TGS1|96764,ENSG00000137574,TGS1,96764,8,-0.26,0.001,0.023
NUDT18|79873,ENSG00000275074,NUDT18,79873,8,0.45,0.001,0.023
LOC388242|388242,NA,NA,NA,NA,0.59,0.001,0.023
C2orf58|285154,ENSG00000232973,CYP1B1-AS1,285154,2,0.78,0.001,0.023
UBQLN4|56893,ENSG00000160803,UBQLN4,56893,1,-0.22,0.001,0.023
PEX7|5191,ENSG00000112357,PEX7,5191,6,0.3,0.001,0.023
CD93|22918,ENSG00000125810,CD93,22918,20,0.52,0.001,0.023
ANXA1|301,ENSG00000135046,ANXA1,301,9,0.62,0.001,0.023
C3|718,ENSG00000125730,C3,718,19,1.4,0.001,0.023
DCUN1D3|123879,ENSG00000188215,DCUN1D3,123879,16,0.32,0.001,0.023
TMEM214|54867,ENSG00000119777,TMEM214,54867,2,0.25,0.001,0.023
PTPRE|5791,ENSG00000132334,PTPRE,5791,10,0.49,0.001,0.023
ARRB1|408,ENSG00000137486,ARRB1,408,11,0.45,0.001,0.023
C10orf26|54838,ENSG00000166272,WBP1L,54838,10,0.3,0.001,0.023
HDAC5|10014,ENSG00000108840,HDAC5,10014,17,-0.28,0.001,0.023
TMEM9B|56674,ENSG00000175348,TMEM9B,56674,11,0.35,0.001,0.023
TIMELESS|8914,ENSG00000111602,TIMELESS,8914,12,-0.37,0.001,0.023
SEC1|653677,ENSG00000232871,SEC1P,653677,19,0.65,0.001,0.023
RABGGTB|5876,ENSG00000137955,RABGGTB,5876,1,0.25,0.001,0.023
CTDSP2|10106,ENSG00000175215,CTDSP2,10106,12,0.51,0.001,0.023
ZNF525|170958,NA,NA,NA,NA,-0.4,0.001,0.023
TNFRSF8|943,ENSG00000120949,TNFRSF8,943,1,0.92,0.001,0.023
HDHD3|81932,ENSG00000119431,HDHD3,81932,9,-0.47,0.001,0.023
PRKRA|8575,ENSG00000180228,PRKRA,8575,2,-0.2,0.001,0.023
LOC220729|220729,ENSG00000214135,,220729,3,-0.32,0.001,0.023
TMSB15B|286527,ENSG00000158427,TMSB15B,286527,X,-0.47,0.0011,0.023
SP5|389058,ENSG00000204335,SP5,389058,2,-1.1,0.0011,0.023
EPS15L1|58513,ENSG00000127527,EPS15L1,58513,19,-0.18,0.0011,0.023
SLC7A5P2|387254,NA,NA,NA,NA,-0.49,0.0011,0.023
GPR160|26996,ENSG00000173890,GPR160,26996,3,0.51,0.0011,0.023
SF3B5|83443,ENSG00000169976,SF3B5,83443,6,0.36,0.0011,0.023
PLCL2|23228,ENSG00000154822,PLCL2,23228,3,0.44,0.0011,0.023
STAC3|246329,ENSG00000185482,STAC3,246329,12,0.71,0.0011,0.023
SLC47A1|55244,ENSG00000142494,SLC47A1,55244,17,-1,0.0011,0.023
PREX1|57580,ENSG00000124126,PREX1,57580,20,0.46,0.0011,0.023
PLD5|200150,ENSG00000180287,PLD5,200150,1,-1.3,0.0011,0.023
WAS|7454,ENSG00000015285,WAS,7454,X,0.7,0.0011,0.023
SCP2|6342,ENSG00000116171,SCP2,6342,1,0.25,0.0011,0.023
?|100133144,NA,NA,NA,NA,-0.65,0.0011,0.023
THAP10|56906,ENSG00000129028,THAP10,56906,15,-0.35,0.0011,0.023
LHX2|9355,ENSG00000106689,LHX2,9355,9,-1.2,0.0011,0.023
STK10|6793,ENSG00000072786,STK10,6793,5,0.38,0.0011,0.024
ANGPTL4|51129,ENSG00000167772,ANGPTL4,51129,19,0.93,0.0011,0.024
IL28RA|163702,ENSG00000185436,IFNLR1,163702,1,-0.91,0.0011,0.024
SSTR1|6751,ENSG00000139874,SSTR1,6751,14,-1.2,0.0011,0.024
CCDC74B|91409,ENSG00000152076,CCDC74B,91409,2,-0.59,0.0011,0.024
GRIK5|2901,ENSG00000105737,GRIK5,2901,19,-1.5,0.0011,0.024
GATAD2B|57459,ENSG00000261992,GATAD2B,57459,CHR_HSCHR1_1_CTG31,-0.28,0.0011,0.024
LOC729467|729467,ENSG00000224609,,729467,1,0.85,0.0011,0.024
BSN|8927,ENSG00000164061,BSN,8927,3,-0.63,0.0011,0.024
TCF7|6932,ENSG00000081059,TCF7,6932,5,-0.63,0.0011,0.024
PLTP|5360,ENSG00000100979,PLTP,5360,20,0.87,0.0011,0.024
SF3B4|10262,ENSG00000143368,SF3B4,10262,1,-0.22,0.0011,0.024
SEP15|9403,ENSG00000183291,,9403,1,0.26,0.0011,0.024
TMED1|11018,ENSG00000099203,TMED1,11018,19,0.3,0.0011,0.024
C2orf49|79074,ENSG00000135974,C2orf49,79074,2,-0.21,0.0011,0.024
LSM12|124801,ENSG00000161654,LSM12,124801,17,-0.2,0.0011,0.024
RNASE1|6035,ENSG00000129538,RNASE1,6035,14,0.81,0.0011,0.024
GPR124|25960,ENSG00000020181,ADGRA2,25960,8,-0.47,0.0011,0.024
ATG7|10533,ENSG00000197548,ATG7,10533,3,0.24,0.0011,0.024
IFNGR2|3460,ENSG00000262795,IFNGR2,3460,CHR_HSCHR21_4_CTG1_1,0.32,0.0011,0.024
IFI27|3429,ENSG00000275214,IFI27,3429,CHR_HSCHR14_7_CTG1,0.8,0.0011,0.024
LCP2|3937,ENSG00000043462,LCP2,3937,5,0.61,0.0011,0.024
PSPC1|55269,ENSG00000121390,PSPC1,55269,13,-0.25,0.0011,0.024
SH2D1B|117157,ENSG00000198574,SH2D1B,117157,1,0.69,0.0011,0.024
C17orf49|124944,ENSG00000258315,C17orf49,124944,17,0.41,0.0011,0.024
HMGB2|3148,ENSG00000164104,HMGB2,3148,4,-0.42,0.0011,0.024
SLC2A3|6515,ENSG00000059804,SLC2A3,6515,12,0.61,0.0012,0.024
KCNJ12|3768,ENSG00000184185,KCNJ12,3768,17,0.93,0.0012,0.024
ZNF98|148198,ENSG00000197360,ZNF98,148198,19,-0.77,0.0012,0.024
SIN3B|23309,ENSG00000127511,SIN3B,23309,19,-0.23,0.0012,0.024
CAMK4|814,ENSG00000152495,CAMK4,814,5,-0.68,0.0012,0.024
PHC1|1911,ENSG00000111752,PHC1,1911,12,-0.32,0.0012,0.024
RPS6KA6|27330,ENSG00000072133,RPS6KA6,27330,X,-1,0.0012,0.024
ESYT3|83850,ENSG00000158220,ESYT3,83850,3,-1.2,0.0012,0.024
ARAP1|116985,ENSG00000186635,ARAP1,116985,11,0.26,0.0012,0.024
FANCI|55215,ENSG00000140525,FANCI,55215,15,-0.42,0.0012,0.024
ADAP2|55803,ENSG00000184060,ADAP2,55803,17,0.63,0.0012,0.024
GPR135|64582,ENSG00000181619,GPR135,64582,14,-0.51,0.0012,0.024
POLD4|57804,ENSG00000175482,POLD4,57804,11,0.38,0.0012,0.024
PMAIP1|5366,ENSG00000141682,PMAIP1,5366,18,-0.88,0.0012,0.024
JPH1|56704,ENSG00000104369,JPH1,56704,8,-0.94,0.0012,0.025
ITGA8|8516,ENSG00000077943,ITGA8,8516,10,-1.5,0.0012,0.025
GAD1|2571,ENSG00000128683,GAD1,2571,2,-1.1,0.0012,0.025
ARHGAP11B|89839,ENSG00000274734,,89839,CHR_HSCHR15_4_CTG8,-0.69,0.0012,0.025
ABCA13|154664,ENSG00000179869,ABCA13,154664,7,1,0.0012,0.025
CD163L1|283316,ENSG00000177675,CD163L1,283316,12,0.83,0.0012,0.025
PILRA|29992,ENSG00000085514,PILRA,29992,7,0.57,0.0012,0.025
CXCL12|6387,ENSG00000107562,CXCL12,6387,10,0.76,0.0012,0.025
L3MBTL|26013,ENSG00000185513,L3MBTL1,26013,20,-0.63,0.0012,0.025
GNA15|2769,ENSG00000060558,GNA15,2769,19,0.72,0.0012,0.025
TNNC2|7125,ENSG00000101470,TNNC2,7125,20,0.95,0.0012,0.025
PSMC3IP|29893,ENSG00000131470,PSMC3IP,29893,17,-0.42,0.0012,0.025
CABLES2|81928,ENSG00000149679,CABLES2,81928,20,-0.31,0.0012,0.025
MS4A6A|64231,ENSG00000110077,MS4A6A,64231,11,0.76,0.0012,0.025
LCMT2|9836,ENSG00000168806,LCMT2,9836,15,-0.28,0.0012,0.025
JPH2|57158,ENSG00000149596,JPH2,57158,20,-1.5,0.0012,0.025
SH3BP5L|80851,ENSG00000175137,SH3BP5L,80851,1,-0.22,0.0012,0.025
TMEM120A|83862,ENSG00000189077,TMEM120A,83862,7,0.32,0.0012,0.025
ZNF93|81931,ENSG00000184635,ZNF93,81931,19,-0.45,0.0012,0.025
RCN2|5955,ENSG00000117906,RCN2,5955,15,-0.29,0.0012,0.025
MS4A7|58475,ENSG00000166927,MS4A7,58475,11,0.72,0.0013,0.025
KCTD6|200845,ENSG00000168301,KCTD6,200845,3,-0.23,0.0013,0.025
CECR1|51816,ENSG00000093072,CECR1,51816,22,0.64,0.0013,0.025
CCL8|6355,ENSG00000108700,CCL8,6355,17,0.9,0.0013,0.025
MPDZ|8777,ENSG00000107186,MPDZ,8777,9,-0.51,0.0013,0.025
SAT1|6303,ENSG00000130066,SAT1,6303,X,0.46,0.0013,0.025
LOXL1|4016,ENSG00000129038,LOXL1,4016,15,0.66,0.0013,0.025
COPS7B|64708,ENSG00000144524,COPS7B,64708,2,-0.23,0.0013,0.025
SRGAP1|57522,ENSG00000196935,SRGAP1,57522,12,0.41,0.0013,0.025
RSPO1|284654,ENSG00000169218,RSPO1,284654,1,-1.1,0.0013,0.025
NT5M|56953,ENSG00000205309,NT5M,56953,17,-0.63,0.0013,0.025
LRFN5|145581,ENSG00000165379,LRFN5,145581,14,-1.3,0.0013,0.025
FPR2|2358,ENSG00000171049,FPR2,2358,19,0.91,0.0013,0.025
CSF2RB|1439,ENSG00000100368,CSF2RB,1439,22,0.62,0.0013,0.025
NNT|23530,ENSG00000112992,NNT,23530,5,-0.35,0.0013,0.025
CDK16|5127,ENSG00000102225,CDK16,5127,X,-0.26,0.0013,0.025
SLCO2B1|11309,ENSG00000137491,SLCO2B1,11309,11,0.72,0.0013,0.025
GNLY|10578,ENSG00000115523,GNLY,10578,2,0.81,0.0013,0.025
TFRC|7037,ENSG00000072274,TFRC,7037,3,-0.53,0.0013,0.025
MST4|51765,ENSG00000134602,STK26,51765,X,-0.73,0.0013,0.025
LAIR1|3903,ENSG00000278154,LAIR1,3903,CHR_HSCHR19LRC_PGF2_CTG3_1,0.73,0.0013,0.025
BCAN|63827,ENSG00000132692,BCAN,63827,1,-0.92,0.0013,0.026
CENPJ|55835,ENSG00000151849,CENPJ,55835,13,-0.35,0.0013,0.026
C5AR1|728,ENSG00000197405,C5AR1,728,19,0.65,0.0013,0.026
MFN1|55669,ENSG00000171109,MFN1,55669,3,-0.24,0.0013,0.026
ANO5|203859,ENSG00000171714,ANO5,203859,11,-1.3,0.0013,0.026
FAM171A2|284069,ENSG00000161682,FAM171A2,284069,17,-0.71,0.0013,0.026
UNK|85451,ENSG00000132478,UNK,85451,17,-0.22,0.0013,0.026
WDR17|116966,ENSG00000150627,WDR17,116966,4,-0.94,0.0013,0.026
ANGEL2|90806,ENSG00000174606,ANGEL2,90806,1,-0.23,0.0013,0.026
LOC441294|441294,ENSG00000271079,CTAGE15,441294,7,-0.57,0.0013,0.026
CASKIN2|57513,ENSG00000177303,CASKIN2,57513,17,-0.28,0.0013,0.026
ESRP1|54845,ENSG00000104413,ESRP1,54845,8,-1,0.0013,0.026
SCARA3|51435,ENSG00000168077,SCARA3,51435,8,-0.7,0.0013,0.026
POLQ|10721,ENSG00000051341,POLQ,10721,3,-0.5,0.0013,0.026
ZMYM3|9203,ENSG00000147130,ZMYM3,9203,X,-0.29,0.0013,0.026
NADSYN1|55191,ENSG00000172890,NADSYN1,55191,11,0.24,0.0013,0.026
STAB1|23166,ENSG00000010327,STAB1,23166,3,0.66,0.0013,0.026
MKNK2|2872,ENSG00000099875,MKNK2,2872,19,0.31,0.0013,0.026
PRR19|284338,ENSG00000188368,PRR19,284338,19,-0.48,0.0013,0.026
GGT5|2687,ENSG00000099998,GGT5,2687,22,0.74,0.0014,0.026
HTRA3|94031,ENSG00000170801,HTRA3,94031,4,1.2,0.0014,0.026
HOXC9|3225,ENSG00000180806,HOXC9,3225,12,0.81,0.0014,0.026
CCDC152|100129792,ENSG00000198865,CCDC152,100129792,5,0.65,0.0014,0.026
DLG5|9231,ENSG00000151208,DLG5,9231,10,-0.35,0.0014,0.026
LOC653501|653501,NA,NA,NA,NA,-0.44,0.0014,0.026
GPR20|2843,ENSG00000275181,GPR20,2843,CHR_HSCHR8_5_CTG7,-0.93,0.0014,0.026
NFATC2IP|84901,ENSG00000176953,NFATC2IP,84901,16,-0.31,0.0014,0.026
CD4|920,ENSG00000010610,CD4,920,12,0.71,0.0014,0.026
RHBDF2|79651,ENSG00000129667,RHBDF2,79651,17,0.49,0.0014,0.026
NT5DC1|221294,ENSG00000178425,NT5DC1,221294,6,-0.3,0.0014,0.026
NINJ2|4815,ENSG00000171840,NINJ2,4815,12,0.74,0.0014,0.026
ITGA2B|3674,ENSG00000005961,ITGA2B,3674,17,-0.7,0.0014,0.026
PIK3AP1|118788,ENSG00000155629,PIK3AP1,118788,10,0.65,0.0014,0.026
INHBB|3625,ENSG00000163083,INHBB,3625,2,0.69,0.0014,0.027
FRG1B|284802,NA,NA,NA,NA,0.29,0.0014,0.027
FBN3|84467,ENSG00000142449,FBN3,84467,19,-1.3,0.0014,0.027
ZFP82|284406,ENSG00000181007,ZFP82,284406,19,-0.32,0.0014,0.027
GPAT2|150763,ENSG00000186281,GPAT2,150763,2,1,0.0014,0.027
SERPINF1|5176,ENSG00000132386,SERPINF1,5176,17,0.87,0.0014,0.027
LRRC25|126364,ENSG00000175489,LRRC25,126364,19,0.7,0.0014,0.027
SERPINB1|1992,ENSG00000021355,SERPINB1,1992,6,0.39,0.0014,0.027
GSTM4|2948,ENSG00000168765,GSTM4,2948,1,-0.43,0.0014,0.027
RALB|5899,ENSG00000144118,RALB,5899,2,0.24,0.0014,0.027
HYLS1|219844,ENSG00000198331,HYLS1,219844,11,-0.35,0.0014,0.027
TRIM22|10346,ENSG00000132274,TRIM22,10346,11,0.59,0.0014,0.027
CD63|967,ENSG00000135404,CD63,967,12,0.38,0.0015,0.027
CECR7|100130418,ENSG00000237438,CECR7,100130418,22,1.2,0.0015,0.027
CDK2|1017,ENSG00000123374,CDK2,1017,12,-0.36,0.0015,0.027
MAP3K13|9175,ENSG00000073803,MAP3K13,9175,3,-0.58,0.0015,0.027
EVI2A|2123,ENSG00000126860,EVI2A,2123,17,0.78,0.0015,0.027
C3orf72|401089,ENSG00000206262,FOXL2NB,401089,3,-1.3,0.0015,0.027
ELL|8178,ENSG00000105656,ELL,8178,19,0.17,0.0015,0.027
HELLS|3070,ENSG00000119969,HELLS,3070,10,-0.41,0.0015,0.027
MPHOSPH9|10198,ENSG00000051825,MPHOSPH9,10198,12,-0.37,0.0015,0.027
CA3|761,ENSG00000164879,CA3,761,8,-1.5,0.0015,0.027
TBC1D4|9882,ENSG00000136111,TBC1D4,9882,13,0.37,0.0015,0.027
CLN5|1203,ENSG00000102805,CLN5,1203,13,0.28,0.0015,0.027
C1orf106|55765,ENSG00000163362,C1orf106,55765,1,-0.94,0.0015,0.027
RIMKLA|284716,ENSG00000177181,RIMKLA,284716,1,-0.88,0.0015,0.027
NELL2|4753,ENSG00000184613,NELL2,4753,12,-1.1,0.0015,0.027
C1orf123|54987,ENSG00000162384,C1orf123,54987,1,0.24,0.0015,0.027
CLIP3|25999,ENSG00000105270,CLIP3,25999,19,-0.48,0.0015,0.027
HOXC6|3223,ENSG00000197757,HOXC6,3223,12,0.75,0.0015,0.027
SASS6|163786,ENSG00000156876,SASS6,163786,1,-0.31,0.0015,0.028
MPEG1|219972,ENSG00000197629,MPEG1,219972,11,0.7,0.0015,0.028
ITPR1|3708,ENSG00000150995,ITPR1,3708,3,-0.78,0.0015,0.028
CORO7|79585,ENSG00000282725,CORO7,79585,CHR_HSCHR16_3_CTG1,0.38,0.0015,0.028
IGSF9|57549,ENSG00000085552,IGSF9,57549,1,-0.99,0.0015,0.028
ABLIM3|22885,ENSG00000173210,ABLIM3,22885,5,0.69,0.0015,0.028
ACVR1B|91,ENSG00000135503,ACVR1B,91,12,0.34,0.0015,0.028
TMEM68|137695,ENSG00000167904,TMEM68,137695,8,-0.23,0.0015,0.028
LOC727896|727896,NA,NA,NA,NA,-0.34,0.0015,0.028
AURKC|6795,ENSG00000105146,AURKC,6795,19,0.56,0.0015,0.028
NAAA|27163,ENSG00000138744,NAAA,27163,4,0.51,0.0015,0.028
KIF5A|3798,ENSG00000155980,KIF5A,3798,12,-1.1,0.0015,0.028
PAK6|56924,ENSG00000137843,PAK6,56924,15,-0.81,0.0015,0.028
CYBA|1535,ENSG00000051523,CYBA,1535,16,0.62,0.0015,0.028
CCL26|10344,ENSG00000006606,CCL26,10344,7,1,0.0015,0.028
PURG|29942,ENSG00000172733,PURG,29942,8,-1,0.0016,0.028
KIF2A|3796,ENSG00000068796,KIF2A,3796,5,-0.3,0.0016,0.028
C11orf84|144097,ENSG00000168005,C11orf84,144097,11,-0.22,0.0016,0.028
LXN|56925,ENSG00000079257,LXN,56925,3,0.69,0.0016,0.028
DZIP1L|199221,ENSG00000158163,DZIP1L,199221,3,-0.38,0.0016,0.028
LOC401052|401052,NA,NA,NA,NA,-0.47,0.0016,0.028
PSAP|5660,ENSG00000197746,PSAP,5660,10,0.34,0.0016,0.028
LOC389033|389033,ENSG00000214100,,389033,2,1.1,0.0016,0.028
YIPF2|78992,ENSG00000130733,YIPF2,78992,19,0.26,0.0016,0.028
XPNPEP2|7512,ENSG00000122121,XPNPEP2,7512,X,1.4,0.0016,0.028
H19|283120,ENSG00000130600,H19,283120,11,0.96,0.0016,0.028
VAMP8|8673,ENSG00000118640,VAMP8,8673,2,0.69,0.0016,0.028
DSCC1|79075,ENSG00000136982,DSCC1,79075,8,-0.31,0.0016,0.028
GPSM3|63940,ENSG00000213654,GPSM3,63940,6,0.58,0.0016,0.028
LRP1|4035,ENSG00000123384,LRP1,4035,12,0.51,0.0016,0.028
CD74|972,ENSG00000019582,CD74,972,5,0.72,0.0016,0.028
DTL|51514,ENSG00000143476,DTL,51514,1,-0.46,0.0016,0.028
DMBX1|127343,ENSG00000197587,DMBX1,127343,1,-0.93,0.0016,0.028
C13orf36|400120,ENSG00000180440,SERTM1,400120,13,-1.4,0.0016,0.028
STAG2|10735,ENSG00000101972,STAG2,10735,X,-0.26,0.0016,0.028
ZNF281|23528,ENSG00000162702,ZNF281,23528,1,-0.69,0.0016,0.028
LOC387646|387646,NA,NA,NA,NA,-0.54,0.0016,0.028
PRG2|5553,ENSG00000186652,PRG2,5553,11,0.63,0.0016,0.028
TTC14|151613,ENSG00000163728,TTC14,151613,3,-0.3,0.0016,0.028
TARS2|80222,ENSG00000143374,TARS2,80222,1,-0.24,0.0016,0.028
GAB3|139716,ENSG00000160219,GAB3,139716,X,0.45,0.0016,0.028
GPRASP1|9737,ENSG00000198932,GPRASP1,9737,X,-0.73,0.0016,0.028
TMPO|7112,ENSG00000120802,TMPO,7112,12,-0.32,0.0016,0.029
CTSC|1075,ENSG00000109861,CTSC,1075,11,0.65,0.0016,0.029
EFEMP1|2202,ENSG00000115380,EFEMP1,2202,2,0.99,0.0016,0.029
CREB3L1|90993,ENSG00000157613,CREB3L1,90993,11,0.91,0.0016,0.029
CHPF2|54480,ENSG00000033100,CHPF2,54480,7,0.32,0.0016,0.029
RAB20|55647,ENSG00000139832,RAB20,55647,13,0.52,0.0016,0.029
DHX15|1665,ENSG00000109606,DHX15,1665,4,-0.21,0.0016,0.029
RBBP4|5928,ENSG00000162521,RBBP4,5928,1,-0.35,0.0016,0.029
XRCC5|7520,ENSG00000079246,XRCC5,7520,2,-0.16,0.0016,0.029
HPGDS|27306,ENSG00000163106,HPGDS,27306,4,0.76,0.0017,0.029
DAND5|199699,ENSG00000179284,DAND5,199699,19,-0.89,0.0017,0.029
IFNGR1|3459,ENSG00000027697,IFNGR1,3459,6,0.36,0.0017,0.029
BZRAP1|9256,ENSG00000005379,BZRAP1,9256,17,-1,0.0017,0.029
C5|727,ENSG00000106804,C5,727,9,-0.37,0.0017,0.029
RAB4B|53916,ENSG00000167578,RAB4B,53916,19,0.32,0.0017,0.029
ZNF326|284695,ENSG00000162664,ZNF326,284695,1,-0.24,0.0017,0.029
SF1|7536,ENSG00000168066,SF1,7536,11,-0.13,0.0017,0.029
IL21R|50615,ENSG00000103522,IL21R,50615,16,0.97,0.0017,0.029
PRKDC|5591,ENSG00000253729,PRKDC,5591,8,-0.34,0.0017,0.029
PRKCI|5584,ENSG00000163558,PRKCI,5584,3,-0.22,0.0017,0.029
ICAM3|3385,ENSG00000076662,ICAM3,3385,19,0.45,0.0017,0.029
C6orf145|221749,ENSG00000168994,PXDC1,221749,6,0.35,0.0017,0.029
TOP2A|7153,ENSG00000131747,TOP2A,7153,17,-0.55,0.0017,0.029
